sentence	emotion
Will you help me move the table ?	8
I was thinking that everyone that played a part in the damage to my child should be held responsible .	1
Okay , good luck I guess !	7
Yes , ma'am ?	8
Sometimes , in the middle of the night , I sit up and wonder where I am .	7
You ain't learned yet who's running this show .	3
They're very nice .	5
Hold on , gentlemen , please try to understand my position .	8
But I can't express myself monosyllabically enough for you to understand 'em all .	3
Would you like some coffee ?	2
You're the little guy that tried to make off with my queen .	3
The brain surface neurons in this area have also been traumatised .	6
Well , I'm not people .	1
They'll learn quickly .	8
Somebody's gonna get hurt .	4
That stupid little bastard .	3
There's nothing to be afraid of .	8
Then he was relieved unjustly ?	7
I wouldn't trust anybody .	4
I spend all day bleaching the smell away ... Then you come home and I have to start all over again .	1
Well , when you are fat , you don't move so fast .	3
Well , will you talk to him about it , sometime ?	8
I mean , after my exorcism , I - I've strived to lead A good , clean , decent life .	4
Let me tell you what I said when she was born .	8
Meet the man I'm going to marry .	2
Did he ever show you the ring ?	5
Are you fucking crazy ?	1
What are you good for ?	3
We need the last word , last blow , last move .	2
Okay , you guys , she fell for it .	5
A guy that's talking about he's gonna solve all your problems .	1
I've been very patient , [PERSON] .	2
Did you bring me a present ?	2
Want a transfer back to PT boats ?	2
She's not really thinking ...	1
Watch yourself . Kuwaiti Star , stand by . We're coming in on your port side .	2
Brave ?	4
Weak , a go - alonger , no character !	3
And just how did he go about that ?	7
And you think I don't ?	1
Where's the whiny guy ?	2
Are you any different ?	2
If you wan na end this , let's end it now .	1
He's nervous , you know ?	8
Ruby's been dead for 14 , years .	6
[PERSON] is not stupid .	8
I'll brain that guy .	1
Cold or not , it's good to be back in [LOCATION] .	5
Trouble is that the Kid might be nervous , big game like this .	4
Hey ! You're nothing but a little girly devil .	1
We're opening a store and a bank , aren't we , [PERSON] ?	2
Where's all the money today ?	7
They did the smash - and - grab , she was gonna tell the feds .	6
When [PERSON] doesn't get his laundry , disaster !	3
Catholic school . A little minor league ball , long enough to find out I couldn't hit a curve .	6
I want to die in my own land , where Human Beings are buried in the sky .	6
There was much to occupy me , So I left my apprentice to deal with [PERSON] .	8
You never stood a chance .	1
Don't worry , we'll celebrate .	5
But they turned the lights down this time and didn't say this is a drill .	4
For a start , I think I need a new doorman .	2
Everybody thinks they're humorous , but they're not .	1
It's her !	4
[PERSON] , you want a laugh ?	5
I'm sorry , I have a bill ...	6
You wan na get something to eat ?	2
This is not my day .	6
I say I can not play a scene , and you say , Play it .  	1
Forgive me , Father , for I have sinned .	6
I'll drive you somewhere in the car .	2
If it's so beautiful down there , why ...	5
Look , look , this would be the greatest discovery in the history of science .	7
♪ Any time that I would ask her ♪	5
No morality ?	3
It was mainly the beer I had with dinner mixed with the pain medicine I still take for when you shot me in the ass .	1
See ...	2
Lord [PERSON] , she loves me !	5
Here's to all that gorgeous snatch in FLA.	5
It seems that we are forced to admit that our suspicions are wrong , despite her confession .	1
Oh , yes , I do . I want you to go home and tune in the show !	2
No , I'm sorry , Mr. [PERSON] .	6
Slow down or you'll get a ticket !	4
What's the vulture doing ?	3
If it wouldn't be too much trouble .	8
I wish it made me feel good too .	6
You take half the troop and follow those that went to the east .	8
She's my child too .	1
You trying to say capisce ? Yeah .	2
Do as he says , everyone .	8
Daddy . You want to name her daddy ?	3
I hadn't the heart to warn her .	6
We live in a wonderful life .	8
He's the only one that's ever been nice to me .	8
I don't trust him .	6
Hi , fellas .	8
Guns make me nervous .	4
It wasn't up to my mother .	1
As he said , it's against the rules .	1
I'm sorry I don't have one for you .	6
By the destruction of any nuclear weapons sent into space .	4
Promise me you'll be careful .	8
Are you sitting down ?	4
We spoke to police lieutenant [PERSON] laker at the scene this afternoon .	6
Women don't belong in the dressing room !	3
You're right , [PERSON] .	8
Yes . Yes . Plays cards like an English officer and a gentleman .	7
I wonder what he's got against the marines ?	7
Then I lived in many European capitals , trying to forget something sad that happened long ago .	6
I'm dead but I'm still functioning .	2
I met her at the grocery store . - ( babbling ) - isaac .	5
That'll do it .	8
That's entirely ... why don't you bring [PERSON] in to make sure the phone gets answered ?	3
This is an attempt to paint the defendant as a lunatic .	3
With what money , and what about us ?	4
I solved your case , that's all .	8
I thought you were a confirmed private .	7
I don't know anything about it .	4
I don't want the money if this is how you have to earn it !	1
What was that shooting just now , [PERSON] ?	2
Shall I see you to your cabin ?	8
He likes the way his wife welcomes him home .	5
Hastings , it did not seem to him strange which [PERSON] was suggesting what had the mother been poisoned by accident ?	1
And I dangled it in front of him and ripped it away .	1
It wasn't because there weren't women that stirred my blood .	5
May is a great scientist , but she also has destructive tendencies .	4
We'd roll it up and have snowball fights with it , you know ?	8
Take it easy !	8
Bought in to fool people into thinking they were aliens , yeah .	3
I want some flowers .	2
Yeah , let's talk business , my friend	8
She went straight to the local sheriff , who , fortunately , happened to be a particularly good friend of ours .	5
I'm glad you fellas happened along .	5
Send your cops home then .	1
Keep in touch .	8
Don't , I've got things in my mouth !	4
[PERSON] , I don't want to hear it .	6
Not now , [PERSON] , I'm busy !	1
Now we'll have good weather for the bridge .	5
Kindliness and sincerity , and if you'll forgive me , modesty , mean more to a husband than all the wit and beauty in the world .	5
That was all about to change .	2
Are you crazy , [PERSON] ?	7
I'll make you a deal .	8
My officers and I will be responsible for their conduct .	8
But the magic was just draining out of him every time he got on that commuter train , back and forth from the suburbs every day .	2
Hastings , we will leave this , up to the lawyer of the Mrs. [PERSON] to be present .	4
Who are you to dictate the terms ?	3
And I hate the way you drive , and I hate your stinking whiskey breath .	1
Since when am I Baby ?	1
Of course , a box !	7
Must be losing it .	3
She's nothing but a common mobile vulgaris .	3
It's nice .	5
I'll tell you how I first met your mother .	2
And you wan na know what else I think ?	1
I hope so , sir . - You hope so ?	1
There's nothing wrong with missing people .	8
The water's great !	5
Well , somebody's gonna have to start trusting somebody .	1
Everything seems to have a bite to it , and I'm smelling like an old sheepherder .	3
Yeah , but you're going to win .	2
That's what makes it so good afterwards .	5
[PERSON] , you're weird .	5
Get some sleep .	1
It ain't worth it .	1
My father's in the hospital again .	6
[PERSON] , anybody who's got two fists and a good heartbeat , they got a chance .	2
We'll offer the opportunity to control every aspect of their emotional lives .	8
But I want to be with you .	8
I think she's about to fall in love with him .	2
Whoops .	4
I lied .	3
He's been recorded saying ...	2
The Navy's waiting for me to make a mistake , but I won't make it .	2
Hey , [PERSON] !	2
I was in having a good time .	5
Come sit down here beside me , and I'll give you a horn of your own .	2
Do you think we're getting anywhere ?	4
I'm not some gun for hire .	3
I hardly think you're in a position to judge me .	1
No thanks .	1
Officer , please , for God's sake , they're looting the Food King !	4
A confession that you hired [PERSON] ... and are responsible for my father's murder .	1
[PERSON] , why don't you take your coat off and stay awhile ?	2
Glad you reminded me .	5
Would you mind giving me a hand ?	2
I just went to the store for the cookies .	6
People with money like uniforms .	1
Somebody help me .	4
This thing goes to a man's head .	3
I want one hero , not two mutineers .	1
I'll give you two .	5
I'm sorry , I didn't think .	6
She's pretty full on .	7
Damn right .	5
A friend of yours wants to say hello .	2
I'm just as old as I look .	6
Look at your eyes !	7
They're a physical bunch . They're macho , body - proud .	3
This one's on the house . - Thanks , but ...	7
Well , sir a free translation would be that [PERSON]'s a yellow - bellied polecat of dubious antecedents and conjectural progeny .	3
Where are you taking me ?	4
Miss Windy , the villa has been ransacked	4
I told you it was hot .	1
What do I have to do ? Grow up .	1
He felt like one of those gods who appear to maidens in human form .	5
I'm ready .	2
Is he all right ?	4
So , you'll work your way through all the gangsters ?	4
I couldn't hate you , so my hatred turned into an insane fear .	4
See you around .	2
You carry the stench of death like the plague .	3
I hate to stand here and try your patience , but either I'm dead right or I'm crazy !	1
You know the streets . You know the dealers .	8
But I owe [PERSON] something .	8
What are you afraid of ?	8
Help me , please ! - Get him off me !	4
I'll take control away from him .	1
We can go to the Fairmont ...	6
It's taken a long time to get here , but we're here .	2
Enter !	1
Yeah , but what do you think about the rest of it ?	2
Who was it ?	1
♪ A media - opoly ♪	5
Sure . I'll be right down .	8
I'm worried about the future , and what people will think .	4
What I feel towards you I'll have to feel for the rest of my life .	6
It hasn't been easy , has it ?	6
You're liable to get caught .	4
How do I plead ?	4
[PERSON] can kiss my sweet ass !	1
So , if you folla us again , I chop your arms off , OK ?	1
My best landing yet .	5
We will follow the trail of [PERSON]'s boyfriend .	8
Um ... Yeah .	7
Your niece will have no trouble meeting the Queen's requirements .	8
I don't want to fight .	6
Well , don't be so mysterious .	1
I don't resent your not paying me for the past two months ... but the thought that I should split my bank account with you ... that you should take half of my life's savings ... that is really too much for me , sir .	3
Actually , I'm feeling pretty relaxed now .	5
I'd give you a kiss right now , but I'm afraid I'll ruin my makeup .	5
That is correct .	5
I'm not going to the chair 'cause that ape got trigger - happy !	3
They're coming to kill you !	4
That's a real woman .	5
You're a godsend .	8
And I felt real scared , [LOCATION] .	4
It's Oextry I want to see squirm .	1
Come on , come on , come on , come on .	2
He wants it all hush - hush .	8
Don't lie to me , you pepper gut .	3
Say , don't annoy me .	1
You need sort of a. . .	2
I'll die if they send me to prison .	4
Because I am certain that in his thoughts he is completely alone .	6
No more fucking tapes :	1
We owed a great deal of money and I had no job .	6
But there's something you may not know about us .	4
Someone's tampering with the security circuits .	4
Don't joke with me If we wait too long , that monster will get us	4
I guess that's for me to know and you to find out , Detective [PERSON] !	2
You have to see me !	5
Enough of your tricks !	1
It depends on what you're looking for .	3
Convince yourself that way .	1
You wanted to find out if [PERSON] was a Grimm .	2
[PERSON] , you fucking worm !	1
I've never been dumped before , that ... didn't feel awesome .	6
I want to get away from you cops and wops and junkies .	1
This is quite a setup they have here .	7
That is very interesting , mon ami .	2
Did you ask God to be with you and keep you strong ?	8
We don't tolerate nudity in any shape or form .	1
Do what he says :	1
If you'd walked when I said , I wouldn't have been there .	1
[PERSON] tried to straighten her out .	6
If you continue to annoy me about this girl ... who is no responsibility of mine , I'll have you arrested .	1
You'd better get a man with younger arteries .	3
That smell of death .	4
Now .	2
That's terrible .	6
We'll reinforce them later .	8
Oh ... okay , forget it .	6
Even though we have each other . It can be a very lonely existence .	6
Well , screw the British .	1
Ma !	5
Okay , look , the last thing we knew , she was getting on that helicopter .	1
Because if you love somebody , you live with them , you live for them .	8
Shit ...	4
I think I'm gonna faint .	4
I have something .	2
It's difficult holding her .	4
Wait ... wait - wait ,	4
You're not dumb .	8
I left orders not to be disturbed here .	1
Get out of there !	4
And I haven't seen her since .	4
Where's my mommy ?	2
I can't find the right words .	6
You should have killed me when you had the chance .	1
Bringin' her home in the middle of the night wouldn't help anybody , especially her .	1
I shall miss you too .	6
Sure . - I really , really , really appreciate it .	8
They mustn't get old .	6
A really distinguished family ...	6
I'll be back .	2
You'll have them for a while . Great .	5
The man is an animal .	3
Look , [PERSON] , I - I've known all along That you were stealing food and treasure .	6
I liked him , but not a lot .	8
There are things that you could do .	2
We've been working too hard .	6
What the fuck did you do , man ?	1
Isn't that rather exposing the First Lady to some risk ?	4
The boy has loads of charm , Father .	5
Back in , I thought I had it made .	8
They making it tough on you ?	1
I was worried about you .	8
Are we killers now ?	7
Go to your AA meetings -- - l want to do this film .	1
You were right , a thousand percent right .	8
Come here , you lazy , no - good son of mine !	3
No , no , I will not go crawling back to that woman	3
Say nothing .	1
I couId vomit .	3
Most guys couldn't even handle you .	3
Yo , yo , yo !	5
The general is a traitor , you know that .	3
Go right ahead .	2
[PERSON] , show him the paper .	2
Are you kidding me ?	1
You mean , he has a key to your home ?	7
Have a nice day .	8
You look a thousand years old .	6
Not one word of what he's saying is being printed in that state !	3
Very good horse .	8
Either way , murder or suicide , I'd say he deserved it , wouldn't you ?	1
Yeah , I see him .	2
I feel not much better now .	6
One of these days , I'm gonna spend me the rest of my life in one of these hot ...	2
We've really got ta make tracks or we're dead ! C'mon !	4
We are so late already .	4
I guarantee these women will bring a good price .	2
Play fair with me , fat man .	3
Well , it's , very kind of you ...	3
Why are you laughing ?	1
I don't think we want to talk any more .	1
We're going around in circles .	1
That is disgusting , mean gene !	3
It was really hard .	4
You came as an enemy to destroy me .	6
Am I really good enough ?	4
I just want it in a flaky pastry .	8
Looks like her schooling took place wherever they were stationed .	8
You've come to the right place , buddy boy .	8
Nice tits , sure , But a face I wouldn't want to Wipe my feet on .	3
We'll say farewell to [PERSON]	6
I was the world's nicest guy , and they ruined my life for no reason .	6
Shoot her .	1
It may be the only way to unite us in this incredibly divided world of ours .	2
That is a very deep cut .	4
Get down ! I said now , asshole !	1
I don't like this , any of it .	4
This has been a terrible shock to them .	6
And he calls me an asshole !	3
Kiddo !	5
Double or nothing .	2
I'm good !	5
By the way , [PERSON] , I'd like to praise you for bringing this to my attention .	8
Good British plugs .	8
I don't understand . You're already married .	7
Can't you tell me what's happened ?	7
You ?	7
Just in case .	4
Anyway , um , I might need some help translating that .	4
Young man , you have a good heart	8
With a little left over for [PERSON] ?	2
From top to bottom we are riddled with cruelty .	6
It changes your whole perspective .	8
Some official's son got in trouble and they're looking for a substitute	6
Miss , has the Cowboy ever told you of his incredible tolerance for pain ?	2
How's it going ?	5
You want a beer ?	2
How very nice to see you .	5
His plane could be late !	4
I don't want to miss this flight . I have a special rate .	4
We'll be getting into [LOCATION] tonight .	2
You didn't come to my wedding .	6
You and me , we do business .	8
I like that .	5
You don't really think I don't want you to do well ? No , [PERSON] .	6
We need your dreams and stories to exist .	8
Just the usual complications that's all .	6
I want you to handle this case personally .	8
Now look at him .	1
It's impolite to stare .	3
We are winning ' the friggin' game !	5
[PERSON] , what the fuck took you so long ?	1
You don't know who to trust .	4
That meteor is either very light , which is unheard of , or it's hollow .	7
That don't stop me from taking a saintly pleasure when I get a chance .	5
I was running out of things to say .	6
Robbers , plural ?	8
Yeah , my veneer popped off , yeah sucks .	6
How come you bought one ?	7
I'm so glad you've come home safely .	5
Someone will pass by soon .	2
May I take a look ? Sure .	2
What are those lights ?	7
That reminds me . We're putting the boat in this weekend .	2
It's kicks , but I'm not under contract to 'em and I got a strong feeling option time is right around the corner .	2
Perfect .	8
I am defeated .	6
Shelleen , it was a great plan !	5
I want to see a friend of mine , a very dear friend .	2
Don't hurt him .	4
I don't see how you have the gall to face me !	1
It's a question of principle .	1
Is there no justice in the world ?	1
I'd only mess that up too .	6
Lunch was wonderful .	5
There's no change in it , is there ?	1
The next day I call [PERSON] .	2
When we say not bad , we don't mean not bad .  - We mean it's bloody marvelous . - Yeah ? 	7
I'll tell them anything !	4
My thanks to you .	8
You took the bread out of half the mouths of [LOCATION] .	1
But he's talking about the illegal part of it .	3
which makes twice today .	1
No relatives , no friends .	1
Suppress it .	3
Y' all take care now , you hear ?	8
Yeah , I mind .	1
Oh , feet !	5
It's cute , isn't it ?	2
I must be honest with you .	8
We were all praying for a miracle .	6
Why don't you tell the voters what you really plan on doing with this town ?	1
Don't fucking kill him , we've got business to sort out !	1
You are strong .	8
Ain't no way in the world I'm goin' up that path .	4
He spares us the mercifully quick extinction of the hangman's rope ... and gives the slow death of slavery .	6
I don't want to see anyone or smell anyone but you .	8
He's the town joke , and I'm stuck with him .	1
We're home free .	6
Fucking A , sir .	5
There must be a reason .	8
I hope this hurts .	2
I have no intention of drowning with you .	1
Our friend  [PERSON] . 	3
That's the chukker , ladies and gentlemen .	2
He's a real choirboy .	6
Sit down , be comfortable .	8
Erm ... I was just coming to that .	3
That's some sign you got on the door out there .	7
Everybody forgot about it but me .	1
I must be working out some screwed - up karma .	1
Look how stupid you're acting .	3
Well , you said the name of the boat on television . I knew it was [PERSON]'s .	7
And what point is that ?	1
There's more where that came from .	2
I really belong in jail .	6
No . No . I just don't want any enemies .	4
He'd punch on my mother , too .	1
Absolutely hilarious .	5
Now you're talking .	5
Everything you've got !	3
And we are now beautiful .	5
What ? They took her body .	4
Did you oblige him ?	8
Oh no , I think that's a big mistake . I think you should do it .	8
Don't cry .	6
I find myself quite interesting , really .	5
No , no ! - Let's go . - It's supposed to be here !	1
I sure wouldn't do math unless I had to .	1
We lose a little time , and all of a sudden it's every girl for herself .	3
Retirement , Christ .	2
Are you comfortable ?	2
And , besides , I'd like to try this case myself .	2
[PERSON] , you got here fast .	7
Skepticism is very healthy .	8
I do not think you quite realise my position .	1
You made a big mistake , [PERSON] .	1
So that's where the old raunch kept his stash !	7
You'll thank me when you're free .	2
Hello , Kid .	5
Now what makes you think I hate her ?	7
[PERSON] , what happened ?	7
Heaven knows how she lived through those weeks .	6
I'm sorry . - No , that's all right .	8
It must be a mistake , he was clever ...	6
I need your help .	4
Who's probably taking the day off again ?	7
Go ahead , man to man .	1
I don't got ta pay you for that .	1
Well , that's easy .	5
The French Navy knows everything .	4
May I see it ?	2
Do all directors come to ask young women to sit with their producers ? Um , not all .	7
This morning this place was filled with books , wall to wall !	7
Next girl . Show what you can do , [PERSON] .	2
If you think about getting cute I'll blow that shit you call brains all over my partner here .	1
This time I'm going right to the top to get you out .	8
Princess [PERSON] ! Come down !	2
What is schizophrenia but a horrifying state where what's in here doesn't match what's out there ?	4
I will behave beautifully this afternoon , you will see .	2
I want you to meet this young lady , okay ?	2
Where is she ?	2
Yeah , okay , judge [PERSON] . ( Laughs ) What does judge [PERSON] have to do with it ?	2
What are you saying ? Read the fine print .	1
That's very sporting of you .	5
Drop that wood !	1
Yes , sir , that is some good joke .	5
You sure she's gonna show ?	2
Then I'm going to write him a letter right now and cheer him up .	2
You wouldn't close him down if you were [PERSON] , would you ?	7
Why are you doing this to yourself ?	1
So be it . I will be the first corpse .	6
What happened to him ?	7
I'll show you what we have .	2
Good boy .	8
Stay here .	8
What's gone ?	2
We're going to lose a man like [PERSON] here for that ?	3
What the fuck are you trying to do ?	1
You'll never guess where we've just been .	2
[PERSON] , are you okay ?	4
Get outta here , you goddamn parasite .	3
Looks like you're going to have a party tonight .	2
What'd he say ?	2
You're really gonna like the way Adrian cooks .	2
Wan na hear what I wrote about you ?	2
All the best people stay here .	8
No , I would be beholden .	2
I know , under the circumstances , it's a bit much but you have a unique knowledge for our purpose .	8
Not the gondola , not the gondola .	4
Out of my court before I order your arrest !	1
It's coming form up there .	2
I don't know what the bastard expect of me .	3
I'm telling you . I want to be there when [PERSON] says to me that there will be an increase in Medicare .	8
You look really good .	5
You flaming fucking [GAY SLUR] !	3
I hate the British !	1
I'm here to help you .	8
I can hardly wait for you to grow up .	3
If you take a swim , I'd have to take a swim .	8
Kiss my ass .	1
I want to play the pain in [PERSON] .	2
The Air Force will take care of these babies now .	8
It's him I'm asking , [PERSON] , not you . See ?	1
But really , was there any choice ?	6
Can you share with me ?	8
Sin .	3
Why not a couple more fights ?	2
You'd best come home with me .	8
Gentlemen , to Admiral [PERSON] .	2
You're not trying to get a story ?	7
Are you saying he's dead ? Not lying down dead , my friend .	2
It works ! I'm cured !	5
It'll probably kill me , too .	4
How far back do you and he go ?	8
Deal them up , Shooter .	2
So , did you watch I Spy last night ?	2
[PERSON] , what's going on ?	1
After that pathetic scene in the parking lot , she is fucked and should resign .	3
Unbelievable .	7
Would you like to hear something ?	2
I'm gonna leave .	1
So secret they didn't even talk about it .	2
It's another little reminder of why we pulled this thing .	1
Hey , did you collect from the Ryans yet ?	2
This is between ... me and him , and no one else .	1
I'm not gonna fire you .	1
Bring my gun when you come back !	1
Your mommy took you to the hospital because you were hurt .	7
We found the bomb .	4
I happen to like [PERSON] .	5
Nothing can make up for the loss of your life savings ...	6
A warship .	2
I ain't gonna be a nobody .	1
Except the way she was killed .	4
I was at home with my baby mother !	1
Every day , you give this azupep a dollar for sweeping our sidewalk .	3
I don't think she's intelligent either .	3
Will you shut up about the Army ?	1
Get that goddamn thing on film !	1
He's been in uniform nine months but he's a good boy .	8
Hey there , little buddy .	5
X-Ray , this is Bad Karma .	4
Then give me your home number .	1
May [PERSON] and [PERSON]'s exorcism tonight Be this network's biggest ratings bonanza !	8
Well , not so dangerous .	5
Elder , what should we do now ?	8
There's nothing sweeter than sharing a secret with an enemy .	8
He died a week ago .	6
Good stuff , was it ? - The best .	8
Don't talk like that .	1
You want some vodka ?	2
It must be difficult to let go of something so beautiful .	6
You need a good pop on the butt like I used to give your mother !	1
Don't look at me with those soft - boiled eggs .	1
He takes good care of that .	8
I'm dizzy , I'm gonna faint .	4
I'll call all your wives and girls for you .	2
It'll be lovely .	2
So , a rose is not a rose , and an umbrella has nothing to do with rain .	7
Hey , what are you drawing there ?	2
cause if you take two big bites and just swallow it , It could get stuck in your throat .	1
A very mean hand .	2
Let's do it .	8
You know , I never saw this episode .	5
This witness will testify about a bar glass . They have no bar glass .	6
Oh , but you're not alone now .	8
I'd waited so long !	6
Don't tell me to take it easy !	1
Did you get drunk , dance in your underwear , and sing sea shanties ?	1
I warn you , colonel if I am to die , others will die before me .	1
I just want to learn my lessons and do my studies . So I can be smart and become a priest !	2
Ornery as a mule , just like [PERSON] . - l heard that !	1
For [PERSON]'s sake !	1
Well , what are we waiting for , Shooter ?	2
Okay , I have to study Returns and Exchanges .	1
Hey , professor !	5
Downstairs .	4
My responsibility ?	1
If you start to hesitate , call me .	2
l'll bring [PERSON] and one other .	2
Tonight's the night .	2
Hey , she loves those flabellina oculina !	5
I never thought I'd make it .	7
No , it's OK .	2
What the hell is going on here , [PERSON] ?	1
You and me getting ready to go to the opera house in [LOCATION] .	2
[PERSON] , what's your status ? - Hawkins , talk to me !	4
We also escaped with the million pounds of somebody else's money .	1
You love me , don't you ?	5
What have you got in there , [PERSON] ?	2
Hope you took your Geritol ... 'Cause it's time to dance !	2
You want me to check that oil ?	8
That's [PERSON] park , Mr. computer from downstairs . Some of the hardware is so outdated .	3
I've lost , pounds on the horses .	6
The State offers as evidence ... From the defendant's suitcoat ... A hair identified by the Police Crime Lab as that of the deceased .	2
I suppose that she forgot or he did not think that it might die .	6
C'mon [PERSON] , we got ta find her before the old lech does .	1
A very good man .	5
Her father murdered her mother .	3
Could [PERSON]'s carriers do a reconnaissance job for us ?	2
Put your swords down !	1
Yeah , all right , you got a lot goin' .	6
Some loser gets a crush on you , you could throw him in the river , tie him to a piano and he'd come back faster than a dog with a bone .	1
My heart is weak , and I'm too old .	1
This isn't going to be as easy to get out of .	4
Okay , we need to locate [PERSON]'s father immediately .	2
Father , this could kill you . Yes . Yes , but that's irrelevant .	8
Who took her body ?	7
She helped the Royals take her . We're going to need you on this .	8
They have the opposing counsel's secretary poking around in their goddamn file room .	1
Don't you find that kind of disturbing ?	3
I've had it up to here .	1
But now , I don't suppose I shall ever see it again .	6
What do you mean , no ? You callin' me a liar ?	1
So if you're not busy , you want to go to a fraternity party ?	2
He's getting married in minutes .	7
How much of that junk are we gonna bring up ?	3
Are you looking for somebody ?	7
That's not bad for a blind man .	7
Even so drunk , your brain is the greatest this side the [LOCATION] .	3
Aren't things bad enough without you talking about dying ?	1
I'm sure you'll be happy with [PERSON] .	2
Do what he says .	1
I really am in a hurry .	4
The dove was a ghost ?	7
It couldn't have been me , sir .	4
You tried to recruit her once before .	8
It'll make you cry .	1
Lovely lads and so natural .	8
Now , because I screwed up , read from that book , one lousy time , evil has found me .	4
Get me out of here .	4
I feel like I messed it up .	4
Stand back , Inspector , or I'll shoot you .	1
You fucking little douchebag .	1
Why I bother to look so good when there's no one here to admire the end product is beyond me . Know what I mean ?	1
People do when they've been ill .	6
There ! I got it .	2
If you don't tell me all you know , you become an accessory before the fact of murder .	3
Every dog I ever knew seemed to have a very nice life indeed .	5
I'm gonna get the girls .	2
You have the most beautiful place here .	5
Go away .	1
I don't like your type in my streets .	3
Hell , I got a whole yard full of stuff you can start in on next .	2
You guys don't hear nothing , cos if you did we wouldn't be sitting here .	8
Let's take a walk .	2
I will fight against both !	1
Which we tried to deliver here . This is not evidence .	8
A force of nature capable of giving rise to all things wicked ?	4
It's me , [PERSON] .	2
Backpage refused to cooperate with the subcommittee's investigation .	1
Doctor , will my brother be able to come home to the farm soon ?	2
You don't know how much satisfaction it's been to me .	5
You gonna play the Kid ?	2
Weather conditions have improved tremendously over the mainland , so you won't have any trouble seeing the target .	5
My pleasure .	8
Here , here , here . Oh - la - la .	5
I am very confident [LOCATION] is lying about an American being on board .	1
Tell the governor I won't wait any longer .	2
Excuse me ...	1
Ninotchka , let me confess something .	8
Probably I'm prejudiced , but it seems to me that [PERSON] is a pretty cute young lady .	5
I'll take good care of it .	8
Shot by a mad pharmacist or run over by a car while fleeing from police pursuit .	3
It's ugly , old and musty .	3
There must be a reason for this .	8
We'll miss the complimentary beverage .	6
Ah , for fuck's sake , mate .	1
What didn't work ?	2
You want a job ?	8
He's wrong for us .	3
You can give him a hug when we get home .	2
I have a terrible feeling he cut off my head .	4
Oh , is this the breathtaking view ?	5
Don't leave me here , please !	4
Bad news . Your father cleaned out your bank account to pay for the damage to his store .	1
He's on every channel .	3
I can think of no occasion that has given me more pleasure .	5
Whoa , look at that fish .	2
Take care !	5
But , what if it doesn't work ?	4
What a cruel shame that any man is made to suffer so .	6
The beast is at the gates !	4
Then why the hell are we here ?	1
You have no respect for position .	3
A dead animal !	4
You're going to love International Cafe Society .	5
Try something now , the brat gets his .	3
He probably doesn't remember me .	6
That's a good name .	5
A desecration of what used to be the finest .	6
It upsets me that you suspect him , even for a second .	1
You've got some legitimate complaints .	8
There was no way she would have showed up if she didn't think she was safe , especially with the child .	2
Besides ... , I don't want us to get too involved .	4
You have to come and see us as soon as we get back .	2
Now it's show time .	2
The girl escaped ... the other one and my son are looking for her .	1
So he has migraine headaches and he rolls steel balls . So what ?	1
We weren't thinking of going quite that far with it .	7
You'll have your own room with all the conveniences .	8
Just after she stopped seeing me .	6
Hi . Come on , dad , let's play ! Come on , dad , please , let's play .	2
Opening night never starts on time .	6
I'm taking him out to see monuments .	2
You have talent , I made the best use of it .	8
We can't . We were never together .	6
Will you tell me what awful thing I did to you when you were a child ?	3
I saw one of those things take thirty hits and keep on coming .	4
Do tell me more about her .	2
Why are you so good to us ?	7
[PERSON] , give us a bit of help .	8
I wouldn't have believed it .	7
Except we're not behind schedule , we're ahead of it .	5
I kept my mouth shut because I didn't want them to get in trouble .	6
It can't be that difficult .	1
Oh my , where are my manners ?	8
Get on out of here !	1
This is history .	6
We like it .	5
Damn it , Hob , [PERSON] needs us !	1
You have to have enough imagination to visualize the crime .	1
You need to tell us you understand .	8
Every time I run into you , you tell me whatever shady thing just went down was about the greater good or that it didn't happen , or this , that , or the other .	1
You're a killer !	3
You won't take my check . I'll say .	1
Are you going to be married ?	2
You can't order me to do that .	1
Hey .	8
[PERSON] , you're so sweet to worry about [PERSON] like this for me .	5
He's signed all those deeds back to their rightful owners .	8
So my father was murdered .	4
Don't go away !	4
You should really count it , you know .	2
Wait ! Wait right here !	1
I think she's great .	5
I don't know , maybe we're all just spooked .	4
I would like to come to your camp .	2
Oh yeah .	8
You let me down , [PERSON] .	1
I mean I can't swim .	4
I love champagne .	5
I'm working on a plan to get your case reviewed .	8
My brother took all your cigarettes ? I have another pack .	8
The hair looks good .	5
Now ...	3
I thought they were with [PERSON] .	7
Jesus !	7
That ain't gonna be easy .	4
The Food Chain will purchase an apartment for you of your choice .	2
No , now not !	1
Put the man in the cauldron immediately	1
Don't do it !	4
Okay , well , it doesn't really matter now .	8
It cheered me up infinitamente .	5
Stay away from her , you wife beater !	3
Your address is inside the cover . Really ?	1
I'm in a strange man surrounded by strangers in a strange room !	4
I demand a court - martial for murder !	1
All the poor young girls .	6
Why , we's the two most friendly vibrations you ever seen .	5
Once that secret mentions the visit of the president at a secret air base for the purpose of inspecting things from outer space .	3
I hear you , [PERSON] .	8
Am I so strange to you ?	6
Get off me !	1
You look like a man of property .	8
You understand what that would mean .	8
School's gonna be a problem for the kids .	4
I discovered that actually [PERSON] was not in [LOCATION] ... when the storm of battle broke .	7
Listen , I - I know you're gonna think this is real dumb of me , but , uh , I haven't been feeling very good lately , and , uh ...	2
Now he takes an utter stranger into the family .	3
The manners of a great big educated ape .	3
